anyo,fecha_exportacion,evaluacion,alumno,ensenanza,curso,contenido,bloque_contenido,nota_numerica,tipo_nota,observacion,capacidades_inf,medidas_inf,borrar,sobreescribir
2022,19/10/2023 16:11:33,01,85476ac6da489e7351242e6491cb9e348f5b736327410438dd3911b284c25df4,5,2837625936,0176, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,85476ac6da489e7351242e6491cb9e348f5b736327410438dd3911b284c25df4,5,2837625936,0183, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,1abeb13d72f4990521316bfda5024e12ca8bce0e4dac46de25b5188874b3822f,5,2837625936,0180, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,1abeb13d72f4990521316bfda5024e12ca8bce0e4dac46de25b5188874b3822f,5,2837625936,CV0004, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,1abeb13d72f4990521316bfda5024e12ca8bce0e4dac46de25b5188874b3822f,5,2837625936,0175, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,1abeb13d72f4990521316bfda5024e12ca8bce0e4dac46de25b5188874b3822f,5,2837625936,0178, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,1abeb13d72f4990521316bfda5024e12ca8bce0e4dac46de25b5188874b3822f,5,2837625936,0176, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,289d1f432027910e45053474391cb9559890baa98b2a71a1c43683e41ab9c0f0,5,2837625936,0180, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,289d1f432027910e45053474391cb9559890baa98b2a71a1c43683e41ab9c0f0,5,2837625936,CV0004, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,289d1f432027910e45053474391cb9559890baa98b2a71a1c43683e41ab9c0f0,5,2837625936,0175, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,289d1f432027910e45053474391cb9559890baa98b2a71a1c43683e41ab9c0f0,5,2837625936,0178, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,289d1f432027910e45053474391cb9559890baa98b2a71a1c43683e41ab9c0f0,5,2837625936,0176, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,8a3b2723418787100124f15b5b23e03ff8c944b6c308d57943a2c9c8aa84349f,5,2837625936,0180, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,8a3b2723418787100124f15b5b23e03ff8c944b6c308d57943a2c9c8aa84349f,5,2837625936,CV0004, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,8a3b2723418787100124f15b5b23e03ff8c944b6c308d57943a2c9c8aa84349f,5,2837625936,0175, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,8a3b2723418787100124f15b5b23e03ff8c944b6c308d57943a2c9c8aa84349f,5,2837625936,0178, ,10,146988216, , , ,N,N
2022,19/10/2023 16:11:33,01,8a3b2723418787100124f15b5b23e03ff8c944b6c308d57943a2c9c8aa84349f,5,2837625936,0176, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,8a3b2723418787100124f15b5b23e03ff8c944b6c308d57943a2c9c8aa84349f,5,2837625936,0183, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,CV0004, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0175, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0178, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0176, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,a2d47804011567dd08cb41767cc8c3e014b56a553d8c1e450edaac18fca77318,5,2837625936,0180, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,a2d47804011567dd08cb41767cc8c3e014b56a553d8c1e450edaac18fca77318,5,2837625936,CV0004, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,a2d47804011567dd08cb41767cc8c3e014b56a553d8c1e450edaac18fca77318,5,2837625936,0175, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,a2d47804011567dd08cb41767cc8c3e014b56a553d8c1e450edaac18fca77318,5,2837625936,0178, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,a2d47804011567dd08cb41767cc8c3e014b56a553d8c1e450edaac18fca77318,5,2837625936,0176, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,a2d47804011567dd08cb41767cc8c3e014b56a553d8c1e450edaac18fca77318,5,2837625936,0183, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,5c9bf12ecbc064dda4adbb6009d5b819933d252fe4b9db3b3fc9acf0d28ab431,5,2837625936,0180, ,10,146988216, , , ,N,N
2022,19/10/2023 16:11:33,01,5c9bf12ecbc064dda4adbb6009d5b819933d252fe4b9db3b3fc9acf0d28ab431,5,2837625936,CV0004, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,5c9bf12ecbc064dda4adbb6009d5b819933d252fe4b9db3b3fc9acf0d28ab431,5,2837625936,0175, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,5c9bf12ecbc064dda4adbb6009d5b819933d252fe4b9db3b3fc9acf0d28ab431,5,2837625936,0178, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,5c9bf12ecbc064dda4adbb6009d5b819933d252fe4b9db3b3fc9acf0d28ab431,5,2837625936,0176, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,5c9bf12ecbc064dda4adbb6009d5b819933d252fe4b9db3b3fc9acf0d28ab431,5,2837625936,0183, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,6bda3ec58734e276e3d5fd13bd7cee2ee0ee3d1b7d16cb5e91704b5bdae2d20b,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6bda3ec58734e276e3d5fd13bd7cee2ee0ee3d1b7d16cb5e91704b5bdae2d20b,5,2837625936,CV0004, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6bda3ec58734e276e3d5fd13bd7cee2ee0ee3d1b7d16cb5e91704b5bdae2d20b,5,2837625936,0175, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6bda3ec58734e276e3d5fd13bd7cee2ee0ee3d1b7d16cb5e91704b5bdae2d20b,5,2837625936,0178, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6bda3ec58734e276e3d5fd13bd7cee2ee0ee3d1b7d16cb5e91704b5bdae2d20b,5,2837625936,0176, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6bda3ec58734e276e3d5fd13bd7cee2ee0ee3d1b7d16cb5e91704b5bdae2d20b,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,9913ad2ddf80f2462704a004d40a0a77c7234379a6fea00ea343ea1e807fc81a,5,2837625936,0180, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,9913ad2ddf80f2462704a004d40a0a77c7234379a6fea00ea343ea1e807fc81a,5,2837625936,CV0004, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,9913ad2ddf80f2462704a004d40a0a77c7234379a6fea00ea343ea1e807fc81a,5,2837625936,0175, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,9913ad2ddf80f2462704a004d40a0a77c7234379a6fea00ea343ea1e807fc81a,5,2837625936,0178, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,9913ad2ddf80f2462704a004d40a0a77c7234379a6fea00ea343ea1e807fc81a,5,2837625936,0176, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0180, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,CV0004, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0175, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0178, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0176, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,152f0a383ebf1dff8be01307afbe0ac57da9c34764d1486739feefe5ebfa2f92,5,2837625936,0180, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,152f0a383ebf1dff8be01307afbe0ac57da9c34764d1486739feefe5ebfa2f92,5,2837625936,CV0004, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,152f0a383ebf1dff8be01307afbe0ac57da9c34764d1486739feefe5ebfa2f92,5,2837625936,0183, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,e2ab7945e828b93837d23f4493f125159d62b0bf06fbd3d8b77e42c5975073fc,5,2837625936,0180, ,10,146988216, , , ,N,N
2022,19/10/2023 16:11:33,01,e2ab7945e828b93837d23f4493f125159d62b0bf06fbd3d8b77e42c5975073fc,5,2837625936,CV0004, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,e2ab7945e828b93837d23f4493f125159d62b0bf06fbd3d8b77e42c5975073fc,5,2837625936,0175, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,e2ab7945e828b93837d23f4493f125159d62b0bf06fbd3d8b77e42c5975073fc,5,2837625936,0178, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,e2ab7945e828b93837d23f4493f125159d62b0bf06fbd3d8b77e42c5975073fc,5,2837625936,0176, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,e2ab7945e828b93837d23f4493f125159d62b0bf06fbd3d8b77e42c5975073fc,5,2837625936,0183, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,43eb27abcedc17a688ac1316760be2a15d1db2ca5faecea2625cc428b899c03c,5,2837625936,0180, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,a47425b260dd144d0c0c154d606358e171a4b0f7b9fb44d8b66965f06e0151da,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,a47425b260dd144d0c0c154d606358e171a4b0f7b9fb44d8b66965f06e0151da,5,2837625936,CV0004, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,a47425b260dd144d0c0c154d606358e171a4b0f7b9fb44d8b66965f06e0151da,5,2837625936,0176, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,71c5bbc4f68fd5ad11d9080f11496ab453a15c23517b9c54eb0f942195867c98,5,2837625936,0180, ,10,146988216, , , ,N,N
2022,19/10/2023 16:11:33,01,71c5bbc4f68fd5ad11d9080f11496ab453a15c23517b9c54eb0f942195867c98,5,2837625936,CV0004, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,71c5bbc4f68fd5ad11d9080f11496ab453a15c23517b9c54eb0f942195867c98,5,2837625936,0175, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,71c5bbc4f68fd5ad11d9080f11496ab453a15c23517b9c54eb0f942195867c98,5,2837625936,0178, ,10,146988216, , , ,N,N
2022,19/10/2023 16:11:33,01,71c5bbc4f68fd5ad11d9080f11496ab453a15c23517b9c54eb0f942195867c98,5,2837625936,0176, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,71c5bbc4f68fd5ad11d9080f11496ab453a15c23517b9c54eb0f942195867c98,5,2837625936,0183, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625936,0180, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625936,CV0004, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625936,0175, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625936,0178, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625936,0176, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,58f5729e361230b91dac2c90e30d893f17bfbd1d5cba2ff54242ac3ef05e9e21,5,2837625936,0180, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,58f5729e361230b91dac2c90e30d893f17bfbd1d5cba2ff54242ac3ef05e9e21,5,2837625936,CV0004, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,58f5729e361230b91dac2c90e30d893f17bfbd1d5cba2ff54242ac3ef05e9e21,5,2837625936,0175, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,58f5729e361230b91dac2c90e30d893f17bfbd1d5cba2ff54242ac3ef05e9e21,5,2837625936,0178, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,58f5729e361230b91dac2c90e30d893f17bfbd1d5cba2ff54242ac3ef05e9e21,5,2837625936,0176, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,58f5729e361230b91dac2c90e30d893f17bfbd1d5cba2ff54242ac3ef05e9e21,5,2837625936,0183, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,CV0004, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0175, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0178, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0176, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,889726402909de5b29fce2e60e5cd4812c20e773c419c52df505d187c3d5918c,5,2837625936,0178, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,29b0b4064619bc13176ff6b667a72c95a305a9017bfe9852f539bf55f573707d,5,2837625936,0180, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,EX,29b0b4064619bc13176ff6b667a72c95a305a9017bfe9852f539bf55f573707d,5,2837625936,0175, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,EX,29b0b4064619bc13176ff6b667a72c95a305a9017bfe9852f539bf55f573707d,5,2837625936,0178, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,EX,29b0b4064619bc13176ff6b667a72c95a305a9017bfe9852f539bf55f573707d,5,2837625936,0183, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,EX,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,CV0004, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2022,19/10/2023 16:11:33,EX,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0175, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0178, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0176, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2022,19/10/2023 16:11:33,EX,9cdf694c58822ccd3f82b79fc7a13cc20742eba483b1c88845da88e28bbb297e,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,9913ad2ddf80f2462704a004d40a0a77c7234379a6fea00ea343ea1e807fc81a,5,2837625936,0180, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,EX,9913ad2ddf80f2462704a004d40a0a77c7234379a6fea00ea343ea1e807fc81a,5,2837625936,0178, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,EX,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,CV0004, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2022,19/10/2023 16:11:33,EX,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0175, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0178, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0176, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2022,19/10/2023 16:11:33,EX,2a1a234640e8a78ad90a63ab1c572d23228fa9dfdb8808ec2a63b898742ef733,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,a47425b260dd144d0c0c154d606358e171a4b0f7b9fb44d8b66965f06e0151da,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,a47425b260dd144d0c0c154d606358e171a4b0f7b9fb44d8b66965f06e0151da,5,2837625936,CV0004, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2022,19/10/2023 16:11:33,EX,a47425b260dd144d0c0c154d606358e171a4b0f7b9fb44d8b66965f06e0151da,5,2837625936,0176, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2022,19/10/2023 16:11:33,EX,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0180, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,CV0004, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2022,19/10/2023 16:11:33,EX,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0175, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0178, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,EX,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0176, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2022,19/10/2023 16:11:33,EX,e36787ef1ed5746a550f572da70c8bd88faf0247020762660647275de1944773,5,2837625936,0183, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,FI,889726402909de5b29fce2e60e5cd4812c20e773c419c52df505d187c3d5918c,5,2837625936,0176, ,6,146988243, , , ,N,N
